,PC6,M_INKHH
13448,1097KS,2
13449,1097KT,2
13450,1097KV,2
13451,1097KW,2
13452,1097KX,2
13453,1097KZ,2
13454,1097LA,2
13455,1097LB,2
13456,1097LC,2
13457,1097LD,1
13458,1097LE,5
13459,1097LG,2
13460,1097LH,5
13461,1097LJ,2
13462,1097LK,2
13463,1097LL,5
13464,1097LM,5
13465,1097LN,2
13466,1097LP,2
13467,1097LR,2
13468,1097LS,2
13469,1097LT,2
13470,1097LV,2
13471,1097LW,4
13472,1097LX,5
13473,1097MB,2
13474,1097MC,2
13475,1097MD,2
13476,1097ME,2
13477,1097MG,2
13478,1097MH,5
13479,1097MJ,2
13480,1097MK,2
13481,1097ML,3
13482,1097MN,2
13483,1097MP,2
13484,1097MS,2
13485,1097MV,2
13486,1097MX,2
13487,1097MZ,4
13488,1097NA,2
13489,1097NB,2
13490,1097NC,2
13491,1097NE,2
13492,1097NG,2
13493,1097NH,2
13494,1097NJ,2
13495,1097NK,2
13496,1097NL,2
13497,1097NN,2
13498,1097NP,2
13499,1097NR,8
13500,1097NS,5
13501,1097NT,5
13502,1097NV,10
13503,1097NX,9
13504,1097NZ,5
13505,1097PA,8
13506,1097PC,9
13507,1097PD,10
13508,1097PH,8
13509,1097PJ,10
13510,1097PK,10
13511,1097PM,8
13512,1097PN,5
13513,1097PR,9
13514,1097PS,11
13515,1097PT,5
13516,1097PV,2
13517,1097PW,5
13518,1097PX,5
13519,1097PZ,8
13520,1097RA,5
13521,1097RC,10
13522,1097RD,8
13523,1097RE,5
13524,1097RG,8
13525,1097RH,8
13526,1097RJ,2
13527,1097RK,5
13528,1097RL,2
13529,1097RM,2
13530,1097RN,5
13531,1097RP,5
13532,1097RR,5
13533,1097RS,5
13534,1097RT,5
13535,1097RV,2
13536,1097RW,4
13537,1097RX,2
13538,1097RZ,2
13539,1097SB,2
13540,1097SC,2
13541,1097SE,5
13542,1097SG,5
13543,1097SH,5
13544,1097SJ,3
13545,1097SK,2
13546,1097SL,2
13547,1097SM,2
13548,1097SN,2
13549,1097SP,4
13550,1097SR,2
13551,1097ST,5
13552,1097SV,2
13553,1097SW,2
13554,1097SX,2
13555,1097SZ,2
13556,1097TA,4
13557,1097TB,5
13558,1097TC,4
13559,1097TD,5
13560,1097TE,2
13561,1097TG,7
13562,1097TH,5
13563,1097TJ,5
13564,1097TK,2
13565,1097TL,2
13566,1097TM,5
13567,1097TN,2
13568,1097TP,2
13569,1097TR,5
13570,1097TS,5
13571,1097TT,5
13572,1097TV,2
13573,1097TW,3
13574,1097TX,2
13575,1097TZ,9
13576,1097VA,2
13577,1097VB,8
13578,1097VC,8
13579,1097VD,5
13580,1097VE,2
13581,1097VG,5
13582,1097VH,8
13583,1097VJ,9
13584,1097VK,2
13585,1097VL,2
13586,1097VM,2
13587,1097VN,2
13588,1097VP,2
13589,1097VR,2
13590,1097VS,2
13591,1097VT,2
13592,1097VV,2
13593,1097VW,4
13594,1097VX,2
13595,1097VZ,2
13596,1097WB,2
13597,1097WC,2
13598,1097WD,4
13599,1097WE,2
13600,1097WG,2
13601,1097WH,5
13602,1097WJ,2
13603,1097WK,3
13604,1097WL,4
13605,1097WN,4
13606,1097WP,5
13607,1097WR,5
13608,1097WS,5
13609,1097WT,7
13610,1097WV,8
13611,1097WX,2
13612,1097WZ,2
13613,1097XA,5
13614,1097XB,2
13615,1097XC,8
13616,1097XE,5
13617,1097XG,2
13618,1097XH,2
13619,1097XJ,5
13620,1097XK,5
13621,1097XL,2
13622,1097XM,2
13623,1097XN,2
13624,1097XP,4
13625,1097XR,5
13626,1097XS,2
13627,1097XT,5
13628,1097XV,8
13629,1097XX,2
13630,1097XZ,2
13631,1097ZA,4
13632,1097ZC,2
13633,1097ZD,2
13634,1097ZE,5
13635,1097ZG,5
13636,1097ZH,4
13637,1097ZJ,2
13638,1097ZK,5
13639,1097ZL,5
13640,1097ZM,2
13641,1097ZN,4
13642,1097ZP,5
13643,1097ZR,2
13644,1097ZS,2
13645,1097ZT,2
13646,1097ZW,4
13647,1097ZX,5
13648,1097ZZ,5
13649,1098AA,8
13650,1098AB,5
13651,1098AC,5
13652,1098AD,5
13653,1098AE,8
13654,1098AH,9
13655,1098AJ,9
13656,1098AK,9
13657,1098AL,9
13658,1098AM,8
13659,1098AN,10
13660,1098AP,9
13661,1098AR,8
13662,1098AS,10
13663,1098AT,9
13664,1098AW,5
13665,1098AX,8
13666,1098BA,2
13667,1098BB,9
13668,1098BC,10
13669,1098BD,8
13670,1098BE,10
13671,1098BG,7
13672,1098BH,5
13673,1098BJ,9
13674,1098BK,5
13675,1098BL,9
13676,1098BM,5
13677,1098BN,11
13678,1098BP,8
13679,1098BR,11
13680,1098BS,8
13681,1098BT,9
13682,1098BV,8
13683,1098BW,8
13684,1098BX,9
13685,1098BZ,10
13686,1098CA,9
13687,1098CB,10
13688,1098CC,11
13689,1098CD,5
13690,1098CE,11
13691,1098CH,8
13692,1098CJ,8
13693,1098CK,5
13694,1098CL,5
13695,1098CM,9
13696,1098CN,11
13697,1098CP,11
13698,1098CR,11
13699,1098CS,11
13700,1098CT,5
13701,1098CV,10
13702,1098CW,10
13703,1098CX,9
13704,1098CZ,5
13705,1098EA,11
13706,1098EB,11
13707,1098EC,10
13708,1098ED,5
13709,1098EE,10
13710,1098EG,11
13711,1098EH,9
13712,1098EJ,9
13713,1098EK,9
13714,1098EL,7
13715,1098EM,10
13716,1098EN,8
13717,1098EP,8
13718,1098ER,9
13719,1098ES,9
13720,1098ET,2
13721,1098EV,7
13722,1098EW,9
13723,1098EX,11
13724,1098EZ,10
13725,1098GA,9
13726,1098GB,8
13727,1098GC,8
13728,1098GD,5
13729,1098GE,5
13730,1098GG,5
13731,1098GH,5
13732,1098GJ,5
13733,1098GK,5
13734,1098GL,10
13735,1098GM,4
13736,1098GN,10
13737,1098GP,11
13738,1098GR,11
13739,1098GS,9
13740,1098GT,9
13741,1098GV,9
13742,1098GX,10
13743,1098GZ,5
13744,1098HA,2
13745,1098HB,9
13746,1098HC,7
13747,1098HD,2
13748,1098HE,5
13749,1098HG,7
13750,1098HH,7
13751,1098HJ,8
13752,1098HK,8
13753,1098HL,5
13754,1098HM,8
13755,1098HP,2
13756,1098HR,5
13757,1098HS,9
13758,1098HT,1
13759,1098HV,11
13760,1098HW,7
13761,1098HX,8
13762,1098HZ,9
13763,1098JA,11
13764,1098JB,10
13765,1098JC,10
13766,1098JD,5
13767,1098JE,4
13768,1098JG,8
13769,1098JH,5
13770,1098JJ,10
13771,1098JK,8
13772,1098JL,10
13773,1098JM,10
13774,1098JN,10
13775,1098JP,5
13776,1098JR,8
13777,1098JS,5
13778,1098JT,5
13779,1098JV,8
13780,1098JW,7
13781,1098JX,5
13782,1098JZ,1
13783,1098KA,2
13784,1098KB,1
13785,1098KC,8
13786,1098KD,2
13787,1098KG,5
13788,1098KH,9
13789,1098KJ,9
13790,1098KK,10
13791,1098KL,5
13792,1098KM,7
13793,1098KN,5
13794,1098KP,9
13795,1098KR,8
13796,1098KS,9
13797,1098KT,4
13798,1098KV,8
13799,1098KW,11
13800,1098KX,8
13801,1098KZ,10
13802,1098LA,5
13803,1098LB,5
13804,1098LC,5
13805,1098LD,8
13806,1098LG,9
13807,1098LH,8
13808,1098LJ,11
13809,1098LK,9
13810,1098LL,8
13811,1098LM,5
13812,1098LN,7
13813,1098LP,8
13814,1098LR,10
13815,1098LS,10
13816,1098LT,5
13817,1098LV,11
13818,1098LX,11
13819,1098LZ,10
13820,1098NA,11
13821,1098NB,11
13822,1098NC,8
13823,1098ND,7
13824,1098NE,11
13825,1098NG,10
13826,1098NH,10
13827,1098NJ,8
13828,1098NK,8
13829,1098NL,8
13830,1098NM,11
13831,1098NN,11
13832,1098NP,8
13833,1098NR,11
13834,1098NS,11
13835,1098NT,5
13836,1098NV,8
13837,1098NW,11
13838,1098NX,8
13839,1098NZ,7
13840,1098PA,7
13841,1098PB,10
13842,1098PC,11
13843,1098PD,10
13844,1098PE,10
13845,1098PG,10
13846,1098PH,11
13847,1098PJ,4
13848,1098PK,5
13849,1098PL,8
13850,1098PM,4
13851,1098PN,7
13852,1098PP,5
13853,1098PR,5
13854,1098PS,10
13855,1098PT,1
13856,1098PV,11
13857,1098PW,8
13858,1098PX,8
13859,1098PZ,9
13860,1098RA,10
13861,1098RB,5
13862,1098RC,5
13863,1098RD,10
13864,1098RE,10
13865,1098RG,8
13866,1098RH,10
13867,1098RJ,11
13868,1098RK,9
13869,1098RL,5
13870,1098RM,8
13871,1098RN,8
13872,1098RP,8
13873,1098RR,5
13874,1098RS,5
13875,1098RT,5
13876,1098RV,8
13877,1098RW,8
13878,1098RX,7
13879,1098RZ,2
13880,1098SB,8
13881,1098SC,9
13882,1098SE,9
13883,1098SG,8
13884,1098SK,5
13885,1098SL,5
13886,1098SN,8
13887,1098SP,4
13888,1098SR,9
13889,1098ST,5
13890,1098SV,8
13891,1098SW,7
13892,1098SX,2
13893,1098SZ,5
13894,1098TA,4
13895,1098TB,9
13896,1098TC,8
13897,1098TD,8
13898,1098TE,5
13899,1098TG,8
13900,1098TH,5
13901,1098TJ,8
13902,1098TK,7
13903,1098TL,9
13904,1098TM,5
13905,1098TN,8
13906,1098TP,8
13907,1098TR,9
13908,1098TS,5
13909,1098TT,8
13910,1098TV,8
13911,1098TX,5
13912,1098VD,9
13913,1098VE,5
13914,1098VG,5
13915,1098VH,5
13916,1098VJ,10
13917,1098VK,10
13918,1098VM,9
13919,1098VS,11
13920,1098VT,11
13921,1098VV,11
13922,1098VW,11
13923,1098VX,10
13924,1098VZ,11
13925,1098WB,10
13926,1098WC,4
13927,1098WD,4
13928,1098WE,4
13929,1098WG,11
13930,1098WH,4
13931,1098WJ,9
13932,1098WK,10
13933,1098WL,9
13934,1098WN,9
13935,1098WP,9
13936,1098WR,10
13937,1098WS,11
13938,1098WT,11
13939,1098XA,11
13940,1098XB,11
13941,1098XC,1
13942,1098XD,1
13943,1098XE,1
13944,1098XK,1
13945,1101BA,5
13946,1101CH,5
13947,1101CM,10
13948,1102AA,1
13949,1102AB,7
13950,1102AC,8
13951,1102AD,4
13952,1102AG,7
13953,1102AH,2
13954,1102AJ,8
13955,1102AL,8
13956,1102AP,8
13957,1102AR,5
13958,1102AS,8
13959,1102AV,4
13960,1102AW,5
13961,1102AX,8
13962,1102AZ,7
13963,1102BA,1
13964,1102BE,2
13965,1102BG,2
13966,1102BH,2
13967,1102BV,1
13968,1102CA,7
13969,1102CB,4
13970,1102CC,5
13971,1102CD,2
13972,1102CE,7
13973,1102CG,5
13974,1102CH,2
13975,1102CJ,5
13976,1102CK,2
13977,1102CL,2
13978,1102CM,2
13979,1102CN,4
13980,1102CR,1
13981,1102CW,1
13982,1102DD,2
13983,1102DE,2
13984,1102DG,2
13985,1102DH,2
13986,1102DJ,4
13987,1102DL,2
13988,1102DM,2
13989,1102DN,2
13990,1102DR,1
13991,1102DT,5
13992,1102DV,2
13993,1102DW,2
13994,1102DX,2
13995,1102EA,4
13996,1102EB,2
13997,1102EC,5
13998,1102ED,4
13999,1102EE,5
14000,1102EG,2
14001,1102EH,2
14002,1102EJ,2
14003,1102EK,2
14004,1102EL,2
14005,1102EM,2
14006,1102EN,2
14007,1102EP,2
14008,1102ER,2
14009,1102GA,2
14010,1102GB,2
14011,1102GC,2
14012,1102GD,5
14013,1102GE,2
14014,1102GG,2
14015,1102GH,4
14016,1102GJ,2
14017,1102GK,2
14018,1102GL,2
14019,1102GM,2
14020,1102GN,2
14021,1102GP,2
14022,1102GR,2
14023,1102HA,2
14024,1102HB,2
14025,1102HC,2
14026,1102HD,2
14027,1102HE,2
14028,1102HG,2
14029,1102HH,2
14030,1102HJ,2
14031,1102HK,5
14032,1102HL,2
14033,1102HM,4
14034,1102HN,2
14035,1102JA,9
14036,1102JB,9
14037,1102JC,10
14038,1102JD,7
14039,1102JE,8
14040,1102JG,9
14041,1102JH,7
14042,1102JK,5
14043,1102JL,7
14044,1102JM,5
14045,1102JN,4
14046,1102JP,1
14047,1102JR,2
14048,1102JS,8
14049,1102JV,2
14050,1102JW,7
14051,1102JX,5
14052,1102JZ,9
14053,1102KA,2
14054,1102LA,2
14055,1102ME,2
14056,1102MH,2
14057,1102MJ,2
14058,1102MV,1
14059,1102MW,1
14060,1102MZ,9
14061,1102NB,4
14062,1102NC,2
14063,1102ND,5
14064,1102NE,2
14065,1102NG,2
14066,1102NJ,5
14067,1102NK,2
14068,1102NL,2
14069,1102NM,2
14070,1102NN,4
14071,1102NP,4
14072,1102PA,2
14073,1102PB,1
14074,1102PC,2
14075,1102PE,1
14076,1102PG,2
14077,1102PH,2
14078,1102PL,2
14079,1102PN,2
14080,1102PP,5
14081,1102PR,5
14082,1102PS,2
14083,1102PT,2
14084,1102RB,2
14085,1102RC,2
14086,1102RD,2
14087,1102RE,2
14088,1102RG,2
14089,1102RH,2
14090,1102RJ,2
14091,1102RN,2
14092,1102RP,2
14093,1102RR,5
14094,1102RS,2
14095,1102RT,4
14096,1102RV,2
14097,1102RW,2
14098,1102RX,5
14099,1102RZ,4
14100,1102SB,2
14101,1102SC,2
14102,1102SE,1
14103,1102SG,9
14104,1102SH,5
14105,1102SJ,5
14106,1102SK,2
14107,1102SL,4
14108,1102SN,5
14109,1102SP,7
14110,1102SR,8
14111,1102ST,5
14112,1102SV,8
14113,1102SW,9
14114,1102SX,7
14115,1102TA,2
14116,1102TB,2
14117,1102TC,4
14118,1102TD,4
14119,1102TE,4
14120,1102TG,2
14121,1102TH,2
14122,1102TJ,4
14123,1102TK,4
14124,1102TL,4
14125,1102TM,2
14126,1102TN,2
14127,1102TP,2
14128,1102TR,4
14129,1102TS,4
14130,1102TT,4
14131,1102TV,4
14132,1102TW,4
14133,1102TX,4
14134,1102TZ,5
14135,1102VA,4
14136,1102VB,4
14137,1102VC,4
14138,1102VD,5
14139,1102VE,4
14140,1102VG,2
14141,1102VH,1
14142,1102VJ,5
14143,1102VK,2
14144,1102VL,5
14145,1102VM,5
14146,1102VN,2
14147,1102VP,4
14148,1102VR,2
14149,1102VS,2
14150,1102VT,2
14151,1102VV,2
14152,1102VW,2
14153,1102VX,2
14154,1102VZ,2
14155,1102WB,2
14156,1102WE,2
14157,1102WG,2
14158,1102WH,5
14159,1102WJ,2
14160,1102WL,2
14161,1102WN,2
14162,1102WP,2
14163,1102WR,2
14164,1102WS,4
14165,1102WT,2
14166,1102WV,1
14167,1102WX,4
14168,1102WZ,4
14169,1102XA,4
14170,1102XB,2
14171,1102XC,5
14172,1102XD,4
14173,1102XE,4
14174,1102XG,2
14175,1102XH,7
14176,1102XJ,2
14177,1102XK,2
14178,1102XL,5
14179,1102XM,4
14180,1102XN,4
14181,1102XP,5
14182,1102XR,4
14183,1102XS,2
14184,1102XT,5
14185,1102XV,5
14186,1102XW,2
14187,1102XX,2
14188,1102XZ,2
14189,1102ZA,2
14190,1102ZB,4
14191,1102ZC,2
14192,1102ZD,4
14193,1102ZE,4
14194,1102ZG,4
14195,1102ZH,5
14196,1102ZJ,4
14197,1102ZK,2
14198,1102ZL,5
14199,1102ZM,5
14200,1102ZN,4
14201,1102ZP,4
14202,1102ZR,4
14203,1102ZS,4
14204,1102ZT,2
14205,1102ZV,1
14206,1102ZW,4
14207,1102ZX,4
14208,1103AA,1
14209,1103AC,4
14210,1103AH,5
14211,1103AJ,9
14212,1103AM,5
14213,1103AP,8
14214,1103AR,7
14215,1103AS,7
14216,1103AT,8
14217,1103AV,7
14218,1103AW,8
14219,1103AX,7
14220,1103BG,1
14221,1103BH,1
14222,1103BK,9
14223,1103CA,2
14224,1103CB,2
14225,1103CC,2
14226,1103CD,2
14227,1103CE,2
14228,1103CG,2
14229,1103CH,2
14230,1103CJ,2
14231,1103CK,2
14232,1103CL,2
14233,1103CM,2
14234,1103CN,2
14235,1103CP,2
14236,1103CR,2
14237,1103CS,2
14238,1103CT,2
14239,1103CV,2
14240,1103CW,2
14241,1103CX,2
14242,1103DA,8
14243,1103DB,1
14244,1103DC,5
14245,1103DD,5
14246,1103DE,5
14247,1103DG,8
14248,1103DH,8
14249,1103DJ,8
14250,1103DK,5
14251,1103DL,5
14252,1103DM,8
14253,1103DN,5
14254,1103DP,2
14255,1103DR,2
14256,1103DS,5
14257,1103DT,5
14258,1103DV,7
14259,1103EA,2
14260,1103EB,2
14261,1103EC,2
14262,1103ED,2
14263,1103EE,2
14264,1103EG,2
14265,1103EH,2
14266,1103EJ,2
14267,1103EK,2
14268,1103EL,2
14269,1103EM,1
14270,1103EN,2
14271,1103EP,2
14272,1103ER,2
14273,1103ES,2
14274,1103ET,2
14275,1103EV,2
14276,1103EW,2
14277,1103EX,2
14278,1103EZ,2
14279,1103GG,2
14280,1103GH,2
14281,1103GL,2
14282,1103GS,2
14283,1103GT,8
14284,1103GZ,4
14285,1103JL,5
14286,1103JM,5
14287,1103JN,5
14288,1103JT,7
14289,1103JV,5
14290,1103JW,7
14291,1103JX,4
14292,1103KA,5
14293,1103KB,7
14294,1103KC,8
14295,1103KD,7
14296,1103KE,8
14297,1103KG,4
14298,1103KH,8
14299,1103KJ,5
14300,1103KK,5
14301,1103KL,7
14302,1103KM,5
14303,1103KN,4
14304,1103KP,8
14305,1103KR,4
14306,1103KS,7
14307,1103KT,5
14308,1103KV,9
14309,1103KW,7
14310,1103KX,5
14311,1103KZ,5
14312,1103LA,8
14313,1103LB,5
14314,1103LC,7
14315,1103LD,7
14316,1103LE,8
14317,1103LG,8
14318,1103LH,5
14319,1103LJ,9
14320,1103LK,8
14321,1103LL,7
14322,1103LM,5
14323,1103LN,8
14324,1103LP,8
14325,1103LR,5
14326,1103LS,5
14327,1103LT,5
14328,1103LV,8
14329,1103LW,7
14330,1103LX,8
14331,1103LZ,8
14332,1103MA,4
14333,1103MB,2
14334,1103ME,8
14335,1103MG,7
14336,1103MH,2
14337,1103MK,5
14338,1103MN,5
14339,1103MP,8
14340,1103MR,7
14341,1103MS,4
14342,1103MT,5
14343,1103MV,5
14344,1103MX,5
14345,1103MZ,2
14346,1103NA,5
14347,1103NB,5
14348,1103PA,2
14349,1103PB,2
14350,1103PC,2
14351,1103PD,2
14352,1103PE,2
14353,1103PG,2
14354,1103PH,2
14355,1103PJ,2
14356,1103PK,2
14357,1103PL,2
14358,1103PM,2
14359,1103PN,2
14360,1103PP,9
14361,1103PR,10
14362,1103PS,10
14363,1103PT,8
14364,1103PV,10
14365,1103PW,9
14366,1103PX,9
14367,1103PZ,9
14368,1103RA,9
14369,1103RB,11
14370,1103RC,11
14371,1103RD,11
14372,1103RE,10
14373,1103RG,9
14374,1103RH,10
14375,1103RJ,8
14376,1103RK,9
14377,1103RL,8
14378,1103RM,7
14379,1103RN,8
14380,1103SC,5
14381,1103SE,7
14382,1103SG,7
14383,1103SH,8
14384,1103SK,7
14385,1103SL,5
14386,1103SM,5
14387,1103TA,7
14388,1103TB,2
14389,1103TC,5
14390,1103TD,5
14391,1103TE,7
14392,1103TG,9
14393,1103TH,5
14394,1103TJ,5
14395,1103TK,2
14396,1103TL,2
14397,1103TN,3
14398,1103TP,7
14399,1103TS,10
14400,1103TT,4
14401,1103TV,8
14402,1103TW,4
14403,1103TX,7
14404,1104BC,7
14405,1104CA,1
14406,1104DA,2
14407,1104DB,7
14408,1104DC,5
14409,1104DD,2
14410,1104DE,7
14411,1104DH,5
14412,1104DK,7
14413,1104DL,4
14414,1104DM,2
14415,1104DN,7
14416,1104DP,5
14417,1104EA,5
14418,1104GA,5
14419,1104GB,5
14420,1104GC,5
14421,1104GD,7
14422,1104GE,5
14423,1104GG,8
14424,1104GH,5
14425,1104GJ,5
14426,1104GK,8
14427,1104GL,5
14428,1104GM,8
14429,1104GN,8
14430,1104GP,5
14431,1104GR,7
14432,1104GS,7
14433,1104GT,5
14434,1104GV,8
14435,1104GW,7
14436,1104GX,7
14437,1104GZ,5
14438,1104HA,8
14439,1104HB,5
14440,1104HD,8
14441,1104HE,5
14442,1104HG,5
14443,1104HH,8
14444,1104HJ,8
14445,1104HL,5
14446,1104HN,5
14447,1104HP,5
14448,1104HR,9
14449,1104HT,2
14450,1104HV,4
14451,1104HW,9
14452,1104HX,2
14453,1104JA,2
14454,1104JB,2
14455,1104JC,2
14456,1104JD,2
14457,1104JE,1
14458,1104JG,2
14459,1104JH,2
14460,1104JJ,2
14461,1104JK,2
14462,1104JL,2
14463,1104JM,2
14464,1104JN,2
14465,1104KB,2
14466,1104KD,2
14467,1104KG,2
14468,1104KJ,2
14469,1104KK,7
14470,1104KN,7
14471,1104KP,2
14472,1104KR,4
14473,1104KT,5
14474,1104LA,4
14475,1104LB,8
14476,1104LC,5
14477,1104LD,4
14478,1104LE,4
14479,1104LG,4
14480,1104LH,4
14481,1104LJ,5
14482,1104LK,5
14483,1104LL,4
14484,1104LM,5
14485,1104LN,5
14486,1104LP,4
14487,1104LR,5
14488,1104LS,2
14489,1104LT,5
14490,1104LV,5
14491,1104MA,2
14492,1104MB,2
14493,1104MC,2
14494,1104MD,2
14495,1104ME,5
14496,1104MH,2
14497,1104MJ,4
14498,1104MK,5
14499,1104ML,5
14500,1104MN,5
14501,1104MP,4
14502,1104MR,4
14503,1104MT,2
14504,1104MV,2
14505,1104MX,2
14506,1104MZ,4
14507,1104NA,4
14508,1104NB,1
14509,1104NE,2
14510,1104NG,2
14511,1104NH,2
14512,1104NJ,2
14513,1104NK,2
14514,1104NL,2
14515,1104NM,2
14516,1104NN,4
14517,1104NS,2
14518,1104NT,2
14519,1104NV,2
14520,1104NW,2
14521,1104NX,2
14522,1104NZ,2
14523,1104PA,2
14524,1104PB,5
14525,1104PC,5
14526,1104PD,5
14527,1104PE,4
14528,1104PG,2
14529,1104PH,2
14530,1104PJ,4
14531,1104PK,5
14532,1104PL,5
14533,1104PM,5
14534,1104PP,2
14535,1104PR,5
14536,1104PS,1
14537,1104SC,4
14538,1104SE,5
14539,1104SG,1
14540,1104SH,2
14541,1104SL,2
14542,1104SM,5
14543,1104SN,5
14544,1104SP,2
14545,1104SR,2
14546,1104ST,2
14547,1104SV,5
14548,1104SW,2
14549,1104SX,2
14550,1104SZ,2
14551,1104TA,1
14552,1104TB,2
14553,1104TC,2
14554,1104TD,2
14555,1104TE,2
14556,1104TG,2
14557,1104TH,4
14558,1104TJ,2
14559,1104TK,2
14560,1104TL,1
14561,1104TM,4
14562,1104TN,2
14563,1104TP,4
14564,1104TR,2
14565,1104TS,5
14566,1104TT,2
14567,1104TV,2
14568,1104TW,2
14569,1104TX,2
14570,1104TZ,4
14571,1104VA,7
14572,1104VB,5
14573,1104VC,2
14574,1104VD,5
14575,1104VE,5
14576,1106AE,8
14577,1106AG,5
14578,1106AH,9
14579,1106AM,7
14580,1106AN,5
14581,1106AP,5
14582,1106AS,5
14583,1106AV,5
14584,1106BA,7
14585,1106BB,7
14586,1106BC,8
14587,1106BD,10
14588,1106BE,8
14589,1106BG,5
14590,1106BH,2
14591,1106BJ,2
14592,1106BK,8
14593,1106BM,4
14594,1106BN,5
14595,1106BP,2
14596,1106BR,5
14597,1106BS,4
14598,1106BT,2
14599,1106BV,2
14600,1106BW,5
14601,1106BX,2
14602,1106BZ,2
14603,1106CA,2
14604,1106CB,2
14605,1106CC,2
14606,1106CD,2
14607,1106CE,4
14608,1106CG,7
14609,1106CH,2
14610,1106CJ,2
14611,1106CK,2
14612,1106CL,5
14613,1106CM,2
14614,1106CN,2
14615,1106CP,2
14616,1106CR,2
14617,1106CS,5
14618,1106CT,4
14619,1106CV,2
14620,1106CW,5
14621,1106CX,5
14622,1106CZ,5
14623,1106DA,2
14624,1106DB,4
14625,1106DC,5
14626,1106DD,2
14627,1106DE,4
14628,1106DG,4
14629,1106DH,5
14630,1106DJ,5
14631,1106DK,4
14632,1106DL,5
14633,1106DM,4
14634,1106DN,5
14635,1106DP,5
14636,1106DR,7
14637,1106DS,7
14638,1106DT,7
14639,1106EA,10
14640,1106EB,7
14641,1106EC,7
14642,1106ED,8
14643,1106EE,7
14644,1106EG,5
14645,1106EH,8
14646,1106EJ,8
14647,1106EK,4
14648,1106EL,8
14649,1106EM,8
14650,1106EN,8
14651,1106EP,9
14652,1106ER,8
14653,1106ES,8
14654,1106ET,5
14655,1106EV,5
14656,1106EW,5
14657,1106EX,8
14658,1106EZ,5
14659,1106GA,5
14660,1106GB,5
14661,1106GC,9
14662,1106GD,9
14663,1106GE,8
14664,1106GG,9
14665,1106GH,5
14666,1106GJ,10
14667,1106GK,8
14668,1106GL,8
14669,1106GM,8
14670,1106GN,10
14671,1106GP,10
14672,1106GR,8
14673,1106GS,10
14674,1106GT,8
14675,1106GW,7
14676,1106HA,2
14677,1106HB,9
14678,1106HC,8
14679,1106HD,8
14680,1106HE,5
14681,1106HG,8
14682,1106HH,5
14683,1106HJ,5
14684,1106HK,5
14685,1106HL,2
14686,1106HM,5
14687,1106HN,7
14688,1106HP,8
14689,1106HR,10
14690,1106HS,9
14691,1106HT,9
14692,1106HV,7
14693,1106HX,2
14694,1106HZ,2
14695,1106JA,5
14696,1106JB,5
14697,1106JC,2
14698,1106JD,2
14699,1106JE,5
14700,1106JG,5
14701,1106JH,5
14702,1106JJ,2
14703,1106JK,2
14704,1106JL,2
14705,1106JM,2
14706,1106JN,2
14707,1106JP,4
14708,1106JR,2
14709,1106JS,2
14710,1106JT,2
14711,1106JV,4
14712,1106JW,2
14713,1106JX,4
14714,1106JZ,9
14715,1106KA,2
14716,1106KB,2
14717,1106KC,1
14718,1106KD,2
14719,1106KE,2
14720,1106KG,2
14721,1106KH,2
14722,1106KJ,4
14723,1106KK,5
14724,1106KL,2
14725,1106KM,5
14726,1106KN,2
14727,1106KP,2
14728,1106KR,2
14729,1106KS,2
14730,1106KT,5
14731,1106KV,2
14732,1106KW,2
14733,1106KX,5
14734,1106KZ,2
14735,1106LA,2
14736,1106LB,2
14737,1106LC,2
14738,1106LD,2
14739,1106LE,2
14740,1106LG,2
14741,1106LH,1
14742,1106LJ,2
14743,1106LK,1
14744,1106LL,2
14745,1106LM,2
14746,1106LT,2
14747,1106LV,2
14748,1106LW,2
14749,1106LX,2
14750,1106LZ,2
14751,1106MA,2
14752,1106MC,2
14753,1106MD,2
14754,1106MJ,2
14755,1106MS,2
14756,1106MT,2
14757,1106MV,2
14758,1106MX,2
14759,1106NA,2
14760,1106NB,2
14761,1106NC,2
14762,1106ND,5
14763,1106NE,2
14764,1106NG,2
14765,1106NH,2
14766,1106NJ,2
14767,1106NK,2
14768,1106NL,5
14769,1106NM,2
14770,1106NN,2
14771,1106NP,1
14772,1106NR,2
14773,1106NS,2
14774,1106NT,2
14775,1106NV,2
14776,1106NW,2
14777,1106NZ,2
14778,1106PA,2
14779,1106PB,2
14780,1106PC,2
14781,1106PD,2
14782,1106PE,2
14783,1106PG,2
14784,1106PH,2
14785,1106PJ,2
14786,1106PK,2
14787,1106PL,2
14788,1106PM,2
14789,1106PN,2
14790,1106PP,5
14791,1106PR,4
14792,1106PS,2
14793,1106PT,2
14794,1106PV,2
14795,1106PW,2
14796,1106PX,2
14797,1106PZ,5
14798,1106RA,2
14799,1106RB,2
14800,1106RC,2
14801,1106RD,5
14802,1106RE,5
14803,1106RG,2
14804,1106RH,2
14805,1106RJ,2
14806,1106RK,2
14807,1106RL,2
14808,1106RM,2
14809,1106RN,2
14810,1106RP,2
14811,1106RR,2
14812,1106RS,2
14813,1106RT,2
14814,1106RV,2
14815,1106SC,2
14816,1106SE,2
14817,1106SG,2
14818,1106SH,2
14819,1106SJ,2
14820,1106SK,2
14821,1106SL,2
14822,1106SN,2
14823,1106SP,2
14824,1106SR,2
14825,1106ST,2
14826,1106SV,2
14827,1106SW,2
14828,1106SX,8
14829,1106SZ,8
