,PC6,NWIRP
6997,1071RT,10
6998,1071SK,40
6999,1071TC,10
7000,1071TD,0
7001,1071TE,10
7002,1071TT,10
7003,1071TV,20
7004,1071TW,20
7005,1071TZ,10
7006,1071VA,10
7007,1071VB,10
7008,1071VC,10
7009,1071VG,10
7010,1071VP,20
7011,1071VR,10
7012,1071VS,10
7013,1071VW,20
7014,1071WE,20
7015,1071WG,20
7016,1071WL,20
7017,1071WS,30
7018,1071WV,30
7019,1071WX,30
7020,1071XD,20
7021,1071XH,10
7022,1071XJ,20
7023,1071XK,20
7024,1071XL,20
7025,1071XM,10
7026,1071XN,10
7027,1071XV,20
7028,1071ZM,30
7029,1071ZN,10
7030,1071ZP,10
7031,1071ZS,10
7032,1071ZT,10
7033,1071ZX,30
7034,1072AA,30
7035,1072AR,30
7036,1072AS,20
7037,1072AZ,20
7038,1072BB,20
7039,1072BC,30
7040,1072BD,40
7041,1072BE,10
7042,1072BG,30
7043,1072BL,50
7044,1072BM,10
7045,1072BR,10
7046,1072BW,40
7047,1072CC,30
7048,1072CD,10
7049,1072CE,10
7050,1072CH,10
7051,1072CJ,10
7052,1072CK,20
7053,1072CL,10
7054,1072CM,30
7055,1072CN,40
7056,1072CP,30
7057,1072CR,30
7058,1072CS,10
7059,1072CT,30
7060,1072CV,20
7061,1072CX,10
7062,1072DA,30
7063,1072EA,10
7064,1072EB,40
7065,1072EC,30
7066,1072ED,30
7067,1072EE,30
7068,1072EG,30
7069,1072EH,20
7070,1072EJ,30
7071,1072EK,50
7072,1072EP,20
7073,1072ES,10
7074,1072ET,20
7075,1072EV,10
7076,1072EZ,30
7077,1072GB,30
7078,1072GC,20
7079,1072GE,20
7080,1072GJ,20
7081,1072GK,10
7082,1072GM,10
7083,1072GR,30
7084,1072GS,20
7085,1072GT,10
7086,1072GV,30
7087,1072GW,10
7088,1072GX,10
7089,1072GZ,20
7090,1072HA,30
7091,1072HC,10
7092,1072HD,10
7093,1072HE,10
7094,1072HG,20
7095,1072HH,10
7096,1072HJ,10
7097,1072HL,20
7098,1072HM,40
7099,1072HR,20
7100,1072HS,10
7101,1072HT,10
7102,1072HV,10
7103,1072JA,20
7104,1072JB,20
7105,1072JC,10
7106,1072JG,20
7107,1072JK,10
7108,1072JL,10
7109,1072JM,50
7110,1072JN,30
7111,1072JP,50
7112,1072JR,50
7113,1072JT,20
7114,1072JV,20
7115,1072JW,10
7116,1072JX,20
7117,1072JZ,30
7118,1072KA,30
7119,1072KE,40
7120,1072KH,50
7121,1072KJ,50
7122,1072KK,30
7123,1072KN,30
7124,1072KP,40
7125,1072KV,30
7126,1072KW,20
7127,1072KX,30
7128,1072KZ,20
7129,1072LB,10
7130,1072LD,30
7131,1072LG,50
7132,1072LH,40
7133,1072LJ,10
7134,1072LL,20
7135,1072LM,10
7136,1072LN,30
7137,1072LP,30
7138,1072LT,20
7139,1072LZ,40
7140,1072MB,60
7141,1072ME,30
7142,1072MK,10
7143,1072ML,20
7144,1072MN,20
7145,1072NB,40
7146,1072NC,20
7147,1072NE,20
7148,1072NG,20
7149,1072NH,30
7150,1072NJ,30
7151,1072NK,20
7152,1072NL,50
7153,1072NM,20
7154,1072NN,10
7155,1072NT,30
7156,1072NX,20
7157,1072NZ,10
7158,1072PA,20
7159,1072PD,20
7160,1072PE,10
7161,1072PH,30
7162,1072PJ,20
7163,1072PL,30
7164,1072PM,20
7165,1072PN,50
7166,1072RA,30
7167,1072RB,20
7168,1072RC,50
7169,1072RD,40
7170,1072RE,30
7171,1072RS,30
7172,1072RW,20
7173,1072RX,20
7174,1072SC,20
7175,1072SE,20
7176,1072SG,50
7177,1072SH,50
7178,1072SJ,50
7179,1072SK,40
7180,1072SL,10
7181,1072SN,20
7182,1072SP,50
7183,1072SR,30
7184,1072ST,30
7185,1072SW,60
7186,1072SX,10
7187,1072SZ,10
7188,1072TA,10
7189,1072TB,10
7190,1072TC,10
7191,1072TD,10
7192,1072TG,10
7193,1072TH,10
7194,1072TJ,30
7195,1072TL,30
7196,1072TM,30
7197,1072TN,10
7198,1072TP,40
7199,1072TR,10
7200,1072TS,10
7201,1072TT,20
7202,1072TV,10
7203,1072TW,30
7204,1072TX,30
7205,1072TZ,20
7206,1072VA,20
7207,1072VC,10
7208,1072VD,10
7209,1072VG,20
7210,1072VH,20
7211,1072VK,30
7212,1072VL,20
7213,1072VM,20
7214,1072VN,20
7215,1072VS,30
7216,1072VV,20
7217,1072VW,20
7218,1072VX,40
7219,1072VZ,10
7220,1072XA,20
7221,1072XB,10
7222,1072XC,30
7223,1072XD,20
7224,1072XE,20
7225,1072XG,10
7226,1072XJ,20
7227,1072XL,20
7228,1072XM,20
7229,1072XN,10
7230,1072XP,20
7231,1072XR,40
7232,1072XS,30
7233,1072XT,20
7234,1072XW,20
7235,1072XX,20
7236,1072XZ,20
7237,1073AA,10
7238,1073AB,20
7239,1073AD,10
7240,1073AE,10
7241,1073AG,20
7242,1073AH,60
7243,1073AJ,50
7244,1073AK,60
7245,1073AL,40
7246,1073AM,10
7247,1073AN,10
7248,1073AP,10
7249,1073AX,10
7250,1073BC,10
7251,1073BD,20
7252,1073BE,20
7253,1073BG,10
7254,1073BJ,30
7255,1073BK,10
7256,1073BL,10
7257,1073BM,10
7258,1073BN,30
7259,1073BP,20
7260,1073BR,20
7261,1073BS,20
7262,1073BT,10
7263,1073BV,30
7264,1073BW,20
7265,1073BX,10
7266,1073CB,20
7267,1073CG,30
7268,1073CH,10
7269,1073CJ,20
7270,1073CM,30
7271,1073CN,20
7272,1073CR,10
7273,1073CS,10
7274,1073CT,10
7275,1073CV,20
7276,1073CX,10
7277,1073CZ,20
7278,1073EA,20
7279,1073EH,10
7280,1073EJ,20
7281,1073EL,10
7282,1073EM,70
7283,1073EN,30
7284,1073EP,30
7285,1073ER,10
7286,1073ES,70
7287,1073ET,40
7288,1073EV,20
7289,1073EX,10
7290,1073EZ,30
7291,1073GA,30
7292,1073GB,10
7293,1073GC,20
7294,1073GD,20
7295,1073GE,10
7296,1073GG,10
7297,1073GH,20
7298,1073GJ,20
7299,1073GL,20
7300,1073GM,10
7301,1073GN,30
7302,1073GP,30
7303,1073GR,20
7304,1073GS,60
7305,1073GT,30
7306,1073GV,20
7307,1073GW,40
7308,1073GZ,40
7309,1073HA,50
7310,1073HB,50
7311,1073HC,50
7312,1073HD,60
7313,1073HE,40
7314,1073HG,40
7315,1073HH,40
7316,1073HK,20
7317,1073HL,40
7318,1073HM,30
7319,1073HN,20
7320,1073HR,30
7321,1073HS,30
7322,1073HT,80
7323,1073HV,30
7324,1073HW,60
7325,1073HX,30
7326,1073HZ,20
7327,1073JA,20
7328,1073JB,40
7329,1073JC,30
7330,1073JE,30
7331,1073JG,30
7332,1073JH,20
7333,1073JJ,30
7334,1073JK,30
7335,1073JL,30
7336,1073JM,30
7337,1073JN,30
7338,1073JP,10
7339,1073JS,40
7340,1073JT,50
7341,1073JV,60
7342,1073JW,40
7343,1073JX,40
7344,1073KA,20
7345,1073KB,30
7346,1073KG,30
7347,1073KH,20
7348,1073KJ,20
7349,1073KK,40
7350,1073KL,30
7351,1073KM,40
7352,1073KN,50
7353,1073KR,30
7354,1073KS,30
7355,1073KT,40
7356,1073KV,40
7357,1073KW,30
7358,1073KZ,30
7359,1073LA,30
7360,1073LB,40
7361,1073LC,30
7362,1073LD,40
7363,1073LE,40
7364,1073LG,40
7365,1073LH,20
7366,1073LJ,30
7367,1073LK,20
7368,1073LL,20
7369,1073LM,10
7370,1073LP,10
7371,1073LT,20
7372,1073LV,20
7373,1073LW,10
7374,1073LX,20
7375,1073LZ,50
7376,1073NA,50
7377,1073NB,30
7378,1073NC,20
7379,1073ND,50
7380,1073PX,20
7381,1073PZ,30
7382,1073RA,40
7383,1073RB,30
7384,1073RC,40
7385,1073RE,50
7386,1073RG,50
7387,1073RH,30
7388,1073RJ,30
7389,1073RK,40
7390,1073RL,30
7391,1073RM,50
7392,1073RN,30
7393,1073RR,30
7394,1073RS,50
7395,1073RT,70
7396,1073RV,40
7397,1073RW,20
7398,1073RZ,20
7399,1073SB,20
7400,1073SC,10
7401,1073SE,20
7402,1073SH,10
7403,1073SJ,30
7404,1073SK,10
7405,1073SL,10
7406,1073SM,30
7407,1073SN,10
7408,1073SP,20
7409,1073SW,20
7410,1073SZ,40
7411,1073TB,10
7412,1073TC,30
7413,1073TD,30
7414,1073TE,20
7415,1073TH,20
7416,1073TJ,40
7417,1073TK,10
7418,1073TL,20
7419,1073TM,10
7420,1073TN,10
7421,1073TP,40
7422,1073TR,40
7423,1073TS,20
7424,1073TT,20
7425,1073TW,10
7426,1073TX,20
7427,1073TZ,40
7428,1073VA,20
7429,1073VB,10
7430,1073VC,20
7431,1073VD,20
7432,1073VG,10
7433,1073VH,10
7434,1073VJ,20
7435,1073VK,40
7436,1073VP,30
7437,1073VR,10
7438,1073VS,40
7439,1073VT,20
7440,1073VV,30
7441,1073VX,20
7442,1073VZ,20
7443,1073XA,10
7444,1073XB,20
7445,1073XC,20
7446,1073XG,50
7447,1073XH,10
7448,1073XJ,50
7449,1073XK,30
7450,1073XL,50
7451,1073XM,40
7452,1073XN,30
7453,1073XP,40
7454,1073XR,10
7455,1073XS,20
7456,1073XT,10
7457,1073XW,20
7458,1073XX,20
7459,1074AD,30
7460,1074AE,40
7461,1074AG,20
7462,1074AH,30
7463,1074AK,10
7464,1074AL,20
7465,1074AM,30
7466,1074AN,20
7467,1074AR,30
7468,1074AS,70
7469,1074AT,30
7470,1074AV,20
7471,1074BC,20
7472,1074BD,60
7473,1074BK,20
7474,1074BM,20
7475,1074BN,20
7476,1074BS,10
7477,1074BT,20
7478,1074CB,20
7479,1074CC,20
7480,1074CG,20
7481,1074CH,10
7482,1074CJ,10
7483,1074CK,40
7484,1074CM,10
7485,1074CN,10
7486,1074CP,10
7487,1074CR,10
7488,1074CS,20
7489,1074CT,10
7490,1074CW,10
7491,1074CX,10
7492,1074DA,40
7493,1074EC,20
7494,1074ED,10
7495,1074EE,40
7496,1074EH,20
7497,1074EJ,40
7498,1074EK,20
7499,1074EL,30
7500,1074EM,40
7501,1074EN,50
7502,1074EP,50
7503,1074ET,30
7504,1074EV,50
7505,1074EW,50
7506,1074EX,30
7507,1074EZ,50
7508,1074GA,10
7509,1074GC,70
7510,1074GD,20
7511,1074GG,50
7512,1074GH,20
7513,1074GJ,40
7514,1074GK,30
7515,1074GL,40
7516,1074GM,50
7517,1074GN,40
7518,1074GP,50
7519,1074GR,30
7520,1074GZ,60
7521,1074HA,40
7522,1074HB,50
7523,1074HD,80
7524,1074HE,60
7525,1074HG,70
7526,1074HJ,70
7527,1074HL,40
7528,1074HM,60
7529,1074HN,30
7530,1074HR,20
7531,1074HS,10
7532,1074JB,20
7533,1074JC,60
7534,1074JD,20
7535,1074JE,40
7536,1074JG,50
7537,1074JH,10
7538,1074JJ,10
7539,1074JK,10
7540,1074SR,30
7541,1074ST,50
7542,1074SV,40
7543,1074SW,50
7544,1074SZ,50
7545,1074TB,50
7546,1074TC,30
7547,1074TK,40
7548,1074TL,60
7549,1074TM,40
7550,1074TN,20
7551,1074TP,50
7552,1074TR,40
7553,1074TS,10
7554,1074TT,20
7555,1074TV,20
7556,1074TW,40
7557,1074TX,20
7558,1074VA,20
7559,1074VB,40
7560,1074VG,40
7561,1074VH,10
7562,1074VK,20
7563,1074VL,20
7564,1074VM,20
7565,1074VP,10
7566,1074VV,40
7567,1074VW,40
7568,1074VX,30
7569,1074VZ,50
7570,1074XA,10
7571,1074XC,40
7572,1074XD,20
7573,1074XE,30
7574,1074XH,20
7575,1074XJ,20
7576,1074XM,50
7577,1074XN,30
7578,1074XP,20
7579,1074XT,10
7580,1074XV,20
7581,1074XW,30
7582,1074XZ,10
7583,1075AD,20
7584,1075AM,20
7585,1075BH,20
7586,1075BK,40
7587,1075CA,20
7588,1075CB,10
7589,1075CD,10
7590,1075CG,10
7591,1075CJ,10
7592,1075CK,30
7593,1075CL,10
7594,1075CR,10
7595,1075EB,10
7596,1075EK,30
7597,1075EL,20
7598,1075ER,20
7599,1075ET,10
7600,1075EW,10
7601,1075GA,20
7602,1075GN,10
7603,1075GP,10
7604,1075GX,10
7605,1075HA,20
7606,1075HG,10
7607,1075KH,20
7608,1075KK,10
7609,1075KM,40
7610,1075KN,30
7611,1075KT,20
7612,1075KV,30
7613,1075KW,30
7614,1075KX,30
7615,1075LA,30
7616,1075LE,50
7617,1075LH,20
7618,1075LJ,40
7619,1075LK,50
7620,1075LM,30
7621,1075LN,30
7622,1075LP,40
7623,1075LR,40
7624,1075LS,20
7625,1075LT,40
7626,1075LW,30
7627,1075LX,30
7628,1075NB,20
7629,1075ND,30
7630,1075NE,50
7631,1075NG,50
7632,1075NH,30
7633,1075NJ,30
7634,1075NK,40
7635,1075NL,40
7636,1075NM,30
7637,1075NN,40
7638,1075NP,40
7639,1075NR,30
7640,1075NS,50
7641,1075NT,30
7642,1075NV,30
7643,1075NZ,40
7644,1075PB,30
7645,1075PC,20
7646,1075PD,10
7647,1075PE,20
7648,1075PG,20
7649,1075PH,30
7650,1075PM,10
7651,1075PP,10
7652,1075PS,20
7653,1075PW,10
7654,1075RB,10
7655,1075RD,20
7656,1075RM,40
7657,1075RP,10
7658,1075RR,20
7659,1075RS,30
7660,1075RT,20
7661,1075RV,30
7662,1075RX,30
7663,1075RZ,10
7664,1075SB,30
7665,1075SC,40
7666,1075SE,40
7667,1075SH,10
7668,1075SJ,10
7669,1075SM,10
7670,1075SN,10
7671,1075SP,20
7672,1075SR,50
7673,1075ST,20
7674,1075SX,10
7675,1075SZ,20
7676,1075TA,10
7677,1075TB,10
7678,1075TD,30
7679,1075TE,10
7680,1075TH,10
7681,1075TK,30
7682,1075TL,10
7683,1075TM,30
7684,1075TP,10
7685,1075TR,10
7686,1075TS,20
7687,1075TT,20
7688,1075TX,20
7689,1075VB,70
7690,1075VE,40
7691,1075VJ,20
7692,1075VL,10
7693,1075VS,10
7694,1075VT,30
7695,1075VV,10
7696,1075VX,10
7697,1075XA,30
7698,1075XB,50
7699,1075XE,20
7700,1075XG,50
7701,1075XJ,20
7702,1075XR,20
7703,1075XW,40
7704,1075XZ,20
7705,1076AB,30
7706,1076AD,20
7707,1076AH,20
7708,1076AK,20
7709,1076AL,20
7710,1076AT,20
7711,1076BB,20
7712,1076BD,50
7713,1076BK,10
7714,1076CA,20
7715,1076CB,50
7716,1076CG,20
7717,1076CJ,20
7718,1076CN,60
7719,1076CP,60
7720,1076CR,30
7721,1076CT,30
7722,1076CW,0
7723,1076DK,20
7724,1076DL,50
7725,1076DM,30
7726,1076DN,20
7727,1076DP,20
7728,1076DR,50
7729,1076DS,10
7730,1076DT,20
7731,1076DV,10
7732,1076DW,10
7733,1076DX,10
7734,1076DZ,10
7735,1076JA,20
7736,1076JB,10
7737,1076JE,30
7738,1076JH,30
7739,1076JJ,10
7740,1076JK,10
7741,1076JL,20
7742,1076JM,30
7743,1076JN,10
7744,1076JV,10
7745,1076KJ,20
7746,1076KN,20
7747,1076KS,10
7748,1076KT,20
7749,1076KX,30
7750,1076LA,20
7751,1076LB,20
7752,1076LE,10
7753,1076LG,10
7754,1076LH,10
7755,1076LJ,10
7756,1076LK,20
7757,1076LL,10
7758,1076LM,10
7759,1076LN,20
7760,1076LP,20
7761,1076LT,30
7762,1076LZ,10
7763,1076NA,10
7764,1076NC,10
7765,1076NM,30
7766,1076NP,50
7767,1076NR,70
7768,1076NS,30
7769,1076NT,30
7770,1076NV,40
7771,1076NX,20
7772,1076PB,30
7773,1076PC,30
7774,1076PE,50
7775,1076PG,40
7776,1076PH,30
7777,1076PJ,40
7778,1076PL,40
7779,1076PR,20
7780,1076PS,10
7781,1076PT,30
7782,1076PV,50
7783,1076PW,20
7784,1076PX,10
7785,1076RC,20
7786,1076RD,50
7787,1076RE,20
7788,1076RK,20
7789,1076RL,20
7790,1076RN,20
7791,1076RP,20
7792,1076RR,30
7793,1076RS,40
7794,1076RT,50
7795,1076RV,40
7796,1076RW,50
7797,1076RX,20
7798,1076RZ,20
7799,1076SB,30
7800,1076SG,30
7801,1076SH,30
7802,1076SJ,20
7803,1076SK,40
7804,1076SL,20
7805,1076SM,20
7806,1076SN,40
7807,1076SP,20
7808,1076SR,30
7809,1076ST,30
7810,1076SV,30
7811,1076TA,40
7812,1076TB,40
7813,1076TC,40
7814,1076TD,20
7815,1076TJ,50
7816,1076TK,40
7817,1076TL,50
7818,1076TM,60
7819,1076TS,50
7820,1076TT,20
7821,1076TV,20
7822,1076TW,30
7823,1076TX,40
7824,1076TZ,20
7825,1076VC,20
7826,1076VD,30
7827,1076VE,40
7828,1076VJ,20
7829,1076VK,20
7830,1076VL,20
7831,1076VM,50
7832,1076VN,30
7833,1076VP,30
7834,1076VR,30
7835,1076VS,40
7836,1076VT,40
7837,1076VV,40
7838,1076VW,40
7839,1076XD,20
7840,1076XE,30
7841,1076XG,40
7842,1076XH,30
7843,1076XJ,50
7844,1076XK,30
7845,1076XL,30
7846,1076XM,10
7847,1076XN,20
7848,1076XS,20
7849,1077AG,30
7850,1077AH,30
7851,1077AJ,30
7852,1077AK,20
7853,1077BB,20
7854,1077CA,10
7855,1077CK,20
7856,1077CN,20
7857,1077CV,20
7858,1077DE,10
7859,1077DP,20
7860,1077DR,20
7861,1077DZ,20
7862,1077EH,20
7863,1077EL,30
7864,1077EM,20
7865,1077GX,20
7866,1077HK,30
7867,1077HL,10
7868,1077JP,10
7869,1077JT,20
7870,1077JW,20
7871,1077KA,30
7872,1077KH,30
7873,1077KM,30
7874,1077KV,10
7875,1077KW,50
7876,1077LA,10
7877,1077LC,20
7878,1077LH,20
7879,1077LL,20
7880,1077LZ,20
7881,1077MD,10
7882,1077MJ,20
7883,1077NG,20
7884,1077NL,10
7885,1077NM,30
7886,1077NN,20
7887,1077NP,20
7888,1077NT,10
7889,1077NV,40
7890,1077PW,20
7891,1077RJ,20
7892,1077SC,20
7893,1077SL,20
7894,1077TD,20
7895,1077TG,20
7896,1077TJ,30
7897,1077TR,30
7898,1077VC,20
7899,1077VG,30
7900,1077VM,20
7901,1077WN,30
7902,1077XH,20
7903,1077XL,10
7904,1077XV,90
7905,1077ZB,10
7906,1077ZH,20
7907,1077ZJ,20
7908,1077ZL,10
7909,1077ZT,20
7910,1078AD,10
7911,1078AE,30
7912,1078AH,40
7913,1078AJ,20
7914,1078AN,20
7915,1078AW,10
7916,1078AX,10
7917,1078AZ,10
7918,1078BA,10
7919,1078BD,10
7920,1078BJ,10
7921,1078BK,20
7922,1078BL,30
7923,1078BM,20
7924,1078BP,40
7925,1078BT,20
7926,1078BZ,20
7927,1078CB,20
7928,1078CC,20
7929,1078CG,10
7930,1078CH,30
7931,1078CJ,10
7932,1078CK,40
7933,1078CL,40
7934,1078CM,20
7935,1078CP,30
7936,1078CR,60
7937,1078CT,20
7938,1078CW,20
7939,1078CX,20
7940,1078DA,30
7941,1078DG,20
7942,1078DK,20
7943,1078DL,30
7944,1078DP,20
7945,1078DS,10
7946,1078EG,20
7947,1078EH,40
7948,1078EJ,20
7949,1078EN,50
7950,1078EP,20
7951,1078GA,10
7952,1078GD,10
7953,1078GJ,20
7954,1078GK,10
7955,1078GL,30
7956,1078GN,40
7957,1078GR,30
7958,1078GS,20
7959,1078GT,20
7960,1078GV,20
7961,1078GW,30
7962,1078HA,50
7963,1078HH,20
7964,1078HK,20
7965,1078HL,10
7966,1078HM,20
7967,1078HN,20
7968,1078HV,20
7969,1078HW,10
7970,1078HX,10
7971,1078HZ,20
7972,1078JB,20
7973,1078JE,10
7974,1078JH,10
7975,1078JJ,20
7976,1078JN,20
7977,1078JT,20
7978,1078JV,40
7979,1078JZ,10
7980,1078KK,10
7981,1078KL,10
7982,1078KR,10
7983,1078KX,20
7984,1078KZ,30
7985,1078LB,30
7986,1078LG,10
7987,1078LK,20
7988,1078LM,10
7989,1078LP,10
7990,1078LR,10
7991,1078LS,10
7992,1078LT,10
7993,1078LW,10
7994,1078LZ,10
7995,1078MC,10
7996,1078ME,10
7997,1078MG,10
7998,1078MR,20
7999,1078MT,10
8000,1078MX,10
8001,1078NG,20
8002,1078NM,20
8003,1078NN,20
8004,1078NR,10
8005,1078NS,10
8006,1078NW,10
8007,1078NX,10
8008,1078PE,30
8009,1078PG,20
8010,1078PJ,20
8011,1078PM,20
8012,1078PN,10
8013,1078PP,50
8014,1078PS,10
8015,1078PT,40
8016,1078PW,20
8017,1078RD,30
8018,1078RE,10
8019,1078RG,20
8020,1078RH,40
8021,1078RJ,30
8022,1078RK,30
8023,1078RL,10
8024,1078RM,30
8025,1078RN,30
8026,1078RT,30
8027,1078ST,20
8028,1078SV,10
8029,1078SW,40
8030,1078SX,20
8031,1078SZ,50
8032,1078TA,30
8033,1078TC,20
8034,1078TD,10
8035,1078TE,20
8036,1078TG,10
8037,1078TH,30
8038,1078TJ,30
8039,1078TL,20
8040,1078TN,30
8041,1078TP,30
8042,1078TR,20
8043,1078TS,30
8044,1078TT,10
8045,1078TV,30
8046,1078TW,50
8047,1078TX,50
8048,1078TZ,10
8049,1078VA,10
8050,1078VB,20
8051,1078VC,40
8052,1078VD,30
8053,1078VE,30
8054,1078VG,10
8055,1078VH,10
8056,1078VJ,20
8057,1078VL,40
8058,1078VM,30
8059,1078VR,20
8060,1078VT,20
8061,1078WB,20
8062,1078XG,20
8063,1078XP,10
8064,1079AA,10
8065,1079AB,10
8066,1079AG,10
8067,1079AH,20
8068,1079AR,20
8069,1079AS,10
8070,1079AZ,30
8071,1079BB,40
8072,1079BC,20
8073,1079BD,20
8074,1079BE,30
8075,1079BG,30
8076,1079BH,30
8077,1079BJ,40
8078,1079BL,20
8079,1079BN,20
8080,1079BP,30
8081,1079BR,10
8082,1079BS,10
8083,1079BT,10
8084,1079BW,20
8085,1079BZ,20
8086,1079CA,20
8087,1079CD,30
8088,1079CJ,30
8089,1079CK,20
8090,1079CL,30
8091,1079CM,30
8092,1079CN,30
8093,1079CP,50
8094,1079CR,20
8095,1079CZ,30
8096,1079DA,30
8097,1079DC,10
8098,1079DD,10
8099,1079DG,30
8100,1079DH,10
8101,1079DJ,20
8102,1079DK,20
8103,1079DM,30
8104,1079DP,10
8105,1079DR,10
8106,1079DT,20
8107,1079DV,10
8108,1079DX,30
8109,1079ED,50
8110,1079EE,30
8111,1079EG,40
8112,1079EJ,30
8113,1079EL,30
8114,1079EN,40
8115,1079EP,50
8116,1079ER,60
8117,1079ES,50
8118,1079EV,20
8119,1079EX,10
8120,1079EZ,10
8121,1079GC,10
8122,1079GH,10
8123,1079GK,20
8124,1079GL,20
8125,1079GN,20
8126,1079GP,20
8127,1079GR,20
8128,1079GT,20
8129,1079GX,40
8130,1079HB,10
8131,1079HD,10
8132,1079HE,20
8133,1079HM,50
8134,1079HT,20
8135,1079JA,30
8136,1079JD,20
8137,1079JG,20
8138,1079JH,20
8139,1079JK,50
8140,1079JL,30
8141,1079JM,60
8142,1079JN,10
8143,1079JP,10
8144,1079JR,10
8145,1079JT,20
8146,1079KB,10
8147,1079KD,20
8148,1079KE,20
8149,1079KG,40
8150,1079KH,20
8151,1079KJ,40
8152,1079KP,20
8153,1079KR,40
8154,1079KS,20
8155,1079KT,20
8156,1079KV,20
8157,1079KX,50
8158,1079KZ,30
8159,1079LA,30
8160,1079LB,50
8161,1079LC,40
8162,1079LD,30
8163,1079LE,10
8164,1079LG,20
8165,1079LH,10
8166,1079LT,30
8167,1079LV,30
8168,1079MA,20
8169,1079MD,30
8170,1079ME,60
8171,1079MG,30
8172,1079MH,30
8173,1079MJ,50
8174,1079MK,30
8175,1079ML,30
8176,1079MN,40
8177,1079MP,20
8178,1079MR,20
8179,1079MT,20
8180,1079ND,30
8181,1079NE,30
8182,1079NJ,10
8183,1079NK,20
8184,1079NR,10
8185,1079NS,30
8186,1079NT,20
8187,1079NV,20
8188,1079PE,10
8189,1079PS,20
8190,1079RN,10
8191,1079SR,20
8192,1079SV,20
8193,1079SW,10
8194,1079SX,10
8195,1079SZ,20
8196,1079TB,20
8197,1079TC,10
8198,1079TD,10
8199,1079TG,20
8200,1079TN,40
8201,1079TP,40
8202,1079TR,20
8203,1079TS,50
8204,1079TT,20
8205,1079TV,30
8206,1079TX,20
8207,1079TZ,20
8208,1079VB,30
8209,1079VD,30
8210,1079VE,20
8211,1079VH,10
8212,1079VJ,20
8213,1079VK,20
8214,1079VL,10
8215,1079VM,30
8216,1079VN,10
8217,1079VP,20
8218,1079VR,20
8219,1079VT,10
8220,1079VX,10
8221,1079WB,10
8222,1079WC,30
8223,1079WJ,20
8224,1079WK,10
8225,1079WL,10
8226,1079WR,20
8227,1079WX,50
8228,1079XJ,20
8229,1079XK,60
8230,1079XL,30
8231,1079XM,40
8232,1079XN,30
8233,1079XP,40
8234,1079XR,40
8235,1079XS,30
8236,1079XT,40
8237,1079XV,20
8238,1079XW,50
8239,1079XZ,40
8240,1079ZA,30
8241,1079ZB,50
8242,1079ZC,20
8243,1079ZD,30
8244,1079ZE,40
8245,1079ZG,20
8246,1079ZH,30
8247,1079ZJ,30
8248,1079ZK,40
8249,1079ZL,50
8250,1079ZM,40
8251,1079ZN,20
8252,1079ZP,20
8253,1079ZR,40
8254,1079ZS,70
8255,1079ZT,30
8256,1079ZV,50
8257,1079ZW,10
8258,1079ZX,20
8259,1079ZZ,30
8260,1081AD,20
8261,1081AG,30
8262,1081AJ,60
8263,1081AK,50
8264,1081AN,30
8265,1081AR,10
8266,1081AS,10
8267,1081AT,20
8268,1081AV,20
8269,1081AW,50
8270,1081AX,20
8271,1081AZ,20
8272,1081BA,30
8273,1081BB,30
8274,1081BC,20
8275,1081BD,20
8276,1081BH,20
8277,1081BK,20
8278,1081BL,20
8279,1081BN,20
8280,1081BS,10
8281,1081BV,10
8282,1081BX,30
8283,1081CC,30
8284,1081CH,30
8285,1081CJ,40
8286,1081CK,40
8287,1081CP,20
8288,1081CS,20
8289,1081CT,30
8290,1081EA,30
8291,1081ED,20
8292,1081EH,10
8293,1081EK,30
8294,1081EM,30
8295,1081EP,30
8296,1081ES,20
8297,1081ET,30
8298,1081EW,20
8299,1081EX,20
8300,1081EZ,20
8301,1081GA,30
8302,1081GC,20
8303,1081GG,20
8304,1081GK,20
8305,1081GN,20
8306,1081GP,30
8307,1081GR,20
8308,1081GS,10
8309,1081HE,30
8310,1081HG,10
8311,1081HH,10
8312,1081HL,10
8313,1081HR,30
8314,1081JC,40
8315,1081JD,20
8316,1081JE,10
8317,1081JK,20
8318,1081JM,20
8319,1081JN,30
8320,1081JP,20
8321,1081JV,20
8322,1081JW,20
8323,1081JX,10
8324,1081KK,10
8325,1081KS,20
8326,1082AB,30
8327,1082AC,10
8328,1082AD,30
8329,1082AE,30
8330,1082AH,20
8331,1082AJ,40
8332,1082AK,20
8333,1082AM,30
8334,1082AN,30
8335,1082AR,30
8336,1082AT,40
8337,1082AV,20
8338,1082AW,30
8339,1082AX,40
8340,1082AZ,20
8341,1082BD,20
8342,1082BG,30
8343,1082BH,30
8344,1082BJ,30
8345,1082BK,50
8346,1082BL,10
8347,1082BN,20
8348,1082BP,20
8349,1082BR,20
8350,1082BS,30
8351,1082BT,40
8352,1082BW,30
8353,1082BX,20
8354,1082BZ,20
8355,1082CA,20
8356,1082CB,30
8357,1082CC,40
8358,1082CE,30
8359,1082CJ,50
8360,1082CK,30
8361,1082CL,30
8362,1082CM,30
8363,1082CN,50
8364,1082CP,50
8365,1082CS,40
8366,1082CT,20
8367,1082CW,20
8368,1082DC,10
8369,1082EA,40
8370,1082EB,10
8371,1082EC,70
8372,1082ED,30
8373,1082EE,20
8374,1082EG,30
8375,1082EH,30
8376,1082EK,20
8377,1082EL,30
8378,1082EM,20
